N_stab	Z_stab	N	Z	N_P	Z_P	P1n	P2n	P3n	Ele_MOE
0	0	0	0	118	78	0	0	0	Pt
0	0	0	0	119	78	0	0	0	Pt
0	0	0	0	120	78	0	0	0	Pt
0	0	0	0	121	78	0	0	0	Pt
0	0	0	0	122	78	0	0	0	Pt
0	0	0	0	123	78	0	0	0	Pt
0	0	0	0	124	78	0	0	0	Pt
0	0	0	0	125	78	0	0	0	Pt
0	0	0	0	126	78	0	0	0	Pt
0	0	0	0	127	78	0	0	0	Pt
0	0	0	0	128	78	0.07	0	0	Pt
0	0	0	0	129	78	1.51	0	0	Pt
0	0	0	0	130	78	9.52	0	0	Pt
0	0	0	0	131	78	14.92	0	0	Pt
0	0	0	0	132	78	44.51	0	0	Pt
0	0	0	0	133	78	45.49	0.02	0	Pt
0	0	0	0	134	78	58.44	0	0	Pt
0	0	0	0	135	78	42.7	0.05	0	Pt
0	0	0	0	136	78	56.71	0	0	Pt
0	0	0	0	137	78	45.3	0.13	0	Pt
0	0	0	0	138	78	60.29	0	0	Pt
0	0	0	0	139	78	30.6	0.24	0	Pt
0	0	0	0	140	78	47.59	0	0	Pt
0	0	0	0	141	78	45.8	0.53	0	Pt
0	0	0	0	142	78	45.2	0.01	0	Pt
0	0	0	0	143	78	49.39	0.79	0	Pt
0	0	0	0	144	78	64.97	0.07	0	Pt
0	0	0	0	145	78	61.05	1.82	0	Pt
0	0	0	0	146	78	69.86	0.28	0	Pt
0	0	0	0	147	78	74.63	4.45	0	Pt
0	0	0	0	148	78	77.4	0.82	0	Pt
0	0	0	0	149	78	65.58	9.43	0.03	Pt
0	0	0	0	150	78	83.81	1.6	0.1	Pt
0	0	0	0	151	78	57.31	31.45	0.29	Pt
0	0	0	0	152	78	85.61	3.72	0.48	Pt
0	0	0	0	153	78	29.61	61.18	1.09	Pt
0	0	0	0	154	78	66.53	29.12	1.41	Pt
0	0	0	0	155	78	11.21	79.41	3.21	Pt
0	0	0	0	156	78	37.24	55.6	4.25	Pt
0	0	0	0	157	78	4.66	81.27	9.82	Pt
0	0	0	0	158	78	19.43	68.89	9.87	Pt
0	0	0	0	159	78	4.35	74.62	19.28	Pt
0	0	0	0	160	78	15.92	61.42	21.05	Pt
0	0	0	0	161	78	5.21	69.98	21.22	Pt
0	0	0	0	162	78	18.2	54.68	25.51	Pt
0	0	0	0	163	78	3.4	51.95	43.4	Pt
0	0	0	0	164	78	6.52	8.6	83.78	Pt
0	0	0	0	165	78	1.66	4.7	92.37	Pt
0	0	0	0	166	78	0	0.31	99.69	Pt
0	0	0	0	167	78	98.15	0	0	Pt
0	0	0	0	168	78	2.6	94.57	0	Pt
0	0	0	0	169	78	1.33	2.13	93.14	Pt
0	0	0	0	170	78	2.79	0.88	93.6	Pt
0	0	0	0	171	78	1.27	2.65	93.51	Pt
0	0	0	0	172	78	1.72	0.37	93.65	Pt
0	0	0	0	173	78	3.24	1.57	94.21	Pt
0	0	0	0	174	78	2.14	1.65	93.21	Pt
0	0	0	0	175	78	0.14	4.06	94.36	Pt
0	0	0	0	176	78	2.62	1.07	94.4	Pt
0	0	0	0	177	78	0.79	0.38	95.07	Pt
0	0	0	0	178	78	6.69	0.39	92.72	Pt
0	0	0	0	179	78	0.01	6.71	90.66	Pt
0	0	0	0	180	78	0	0.15	99.85	Pt
0	0	0	0	181	78	99.5	0	0	Pt
0	0	0	0	182	78	4.45	95.55	0	Pt
0	0	0	0	117	79	0	0	0	Au
0	0	0	0	118	79	0	0	0	Au
0	0	0	0	119	79	0	0	0	Au
0	0	0	0	120	79	0	0	0	Au
0	0	0	0	121	79	0	0	0	Au
0	0	0	0	122	79	0	0	0	Au
0	0	0	0	123	79	0	0	0	Au
0	0	0	0	124	79	0	0	0	Au
0	0	0	0	125	79	0	0	0	Au
0	0	0	0	126	79	0	0	0	Au
0	0	0	0	127	79	0	0	0	Au
0	0	0	0	128	79	4.25	0	0	Au
0	0	0	0	129	79	5.22	0	0	Au
0	0	0	0	130	79	25.78	0	0	Au
0	0	0	0	131	79	18.99	0	0	Au
0	0	0	0	132	79	68.12	0	0	Au
0	0	0	0	133	79	60.49	0.53	0	Au
0	0	0	0	134	79	84.1	0	0	Au
0	0	0	0	135	79	75.37	0.46	0	Au
0	0	0	0	136	79	93.59	0	0	Au
0	0	0	0	137	79	90.02	1.59	0	Au
0	0	0	0	138	79	94.48	0.02	0	Au
0	0	0	0	139	79	72.95	2.55	0	Au
0	0	0	0	140	79	91.24	0.04	0	Au
0	0	0	0	141	79	81.47	3.59	0	Au
0	0	0	0	142	79	92.74	0.14	0	Au
0	0	0	0	143	79	77.69	5.99	0	Au
0	0	0	0	144	79	94.53	0.61	0	Au
0	0	0	0	145	79	68.85	14.83	0	Au
0	0	0	0	146	79	93.5	1.35	0	Au
0	0	0	0	147	79	57.37	30.47	0.01	Au
0	0	0	0	148	79	92.5	4.18	0.05	Au
0	0	0	0	149	79	56.77	37.69	0.09	Au
0	0	0	0	150	79	82.72	14.98	0.29	Au
0	0	0	0	151	79	31.01	66.78	0.45	Au
0	0	0	0	152	79	50.46	46.64	1.03	Au
0	0	0	0	153	79	15.15	81.45	1.54	Au
0	0	0	0	154	79	26.03	65.22	7.87	Au
0	0	0	0	155	79	3.63	79.09	13.25	Au
0	0	0	0	156	79	11.01	46.96	41.28	Au
0	0	0	0	157	79	2.86	52.94	41.15	Au
0	0	0	0	158	79	8.16	22.99	68.19	Au
0	0	0	0	159	79	2.65	30.8	64.55	Au
0	0	0	0	160	79	8	15.18	76.17	Au
0	0	0	0	161	79	2.51	25.43	70.41	Au
0	0	0	0	162	79	9.85	11.73	77.84	Au
0	0	0	0	163	79	0.66	14.74	83.79	Au
0	0	0	0	164	79	3.14	3.95	91.88	Au
0	0	0	0	165	79	0.08	2.22	97.7	Au
0	0	0	0	166	79	97.57	0	0	Au
0	0	0	0	167	79	0.43	96.34	0	Au
0	0	0	0	168	79	2.45	0.64	94.28	Au
0	0	0	0	169	79	0.63	2.3	94.48	Au
0	0	0	0	170	79	2.41	0.82	93.92	Au
0	0	0	0	171	79	0.46	2.82	93.17	Au
0	0	0	0	172	79	1.65	1.06	92.93	Au
0	0	0	0	173	79	0.61	2.07	92.27	Au
0	0	0	0	174	79	2.81	0.68	93.27	Au
0	0	0	0	175	79	0.85	3.02	92.93	Au
0	0	0	0	176	79	6.74	0.44	91.34	Au
0	0	0	0	177	79	6.4	0.92	91.46	Au
0	0	0	0	178	79	8.68	0.14	91.18	Au
0	0	0	0	179	79	0	9.36	90.55	Au
0	0	0	0	180	79	1.24	0.02	98.74	Au
0	0	0	0	181	79	99.87	0	0	Au
0	0	0	0	182	79	1.81	98.19	0	Au
0	0	0	0	183	79	99.83	0	0	Au
0	0	0	0	184	79	1.15	98.85	0	Au
0	0	0	0	116	80	0	0	0	Hg
0	0	0	0	118	80	0	0	0	Hg
0	0	0	0	119	80	0	0	0	Hg
0	0	0	0	120	80	0	0	0	Hg
0	0	0	0	121	80	0	0	0	Hg
0	0	0	0	122	80	0	0	0	Hg
0	0	0	0	123	80	0	0	0	Hg
0	0	0	0	124	80	0	0	0	Hg
0	0	0	0	125	80	0	0	0	Hg
0	0	0	0	126	80	0	0	0	Hg
0	0	0	0	127	80	0	0	0	Hg
0	0	0	0	128	80	0	0	0	Hg
0	0	0	0	129	80	0	0	0	Hg
0	0	0	0	130	80	0	0	0	Hg
0	0	0	0	131	80	0.81	0	0	Hg
0	0	0	0	132	80	2.34	0	0	Hg
0	0	0	0	133	80	12.03	0	0	Hg
0	0	0	0	134	80	7.5	0	0	Hg
0	0	0	0	135	80	3.23	0	0	Hg
0	0	0	0	136	80	9.22	0	0	Hg
0	0	0	0	137	80	14.89	0	0	Hg
0	0	0	0	138	80	6.56	0	0	Hg
0	0	0	0	139	80	12.35	0	0	Hg
0	0	0	0	140	80	22.63	0	0	Hg
0	0	0	0	141	80	24.12	0.01	0	Hg
0	0	0	0	142	80	12.9	0	0	Hg
0	0	0	0	143	80	21.94	0	0	Hg
0	0	0	0	144	80	28.01	0	0	Hg
0	0	0	0	145	80	37.63	0.06	0	Hg
0	0	0	0	146	80	41.16	0	0	Hg
0	0	0	0	147	80	45.37	0.26	0	Hg
0	0	0	0	148	80	51.93	0.02	0	Hg
0	0	0	0	149	80	49.6	0.51	0	Hg
0	0	0	0	150	80	65.58	0.17	0	Hg
0	0	0	0	151	80	75.04	2.87	0	Hg
0	0	0	0	152	80	77.7	0.54	0	Hg
0	0	0	0	153	80	65.4	15.46	0.07	Hg
0	0	0	0	154	80	86.15	4.41	0.19	Hg
0	0	0	0	155	80	28.46	60.25	0.53	Hg
0	0	0	0	156	80	82.11	10.27	0.7	Hg
0	0	0	0	157	80	18.44	73.09	1.11	Hg
0	0	0	0	158	80	75.7	17.82	1.19	Hg
0	0	0	0	159	80	14.32	80.14	1.81	Hg
0	0	0	0	160	80	69.33	23.99	1.77	Hg
0	0	0	0	161	80	7.92	43	47.7	Hg
0	0	0	0	162	80	6.68	25.75	57.85	Hg
0	0	0	0	163	80	12.23	9.18	72.82	Hg
0	0	0	0	164	80	8.98	85.81	3.61	Hg
0	0	0	0	165	80	1.07	72.52	24.55	Hg
0	0	0	0	166	80	2.51	65.02	30.78	Hg
0	0	0	0	167	80	1.46	20.44	76.38	Hg
0	0	0	0	168	80	2.8	36.73	58.72	Hg
0	0	0	0	169	80	1.33	20.67	75.98	Hg
0	0	0	0	170	80	3.37	9.86	84.92	Hg
0	0	0	0	171	80	1.31	3.87	93.24	Hg
0	0	0	0	172	80	3.08	1.85	93.37	Hg
0	0	0	0	173	80	1.23	3.78	92.68	Hg
0	0	0	0	174	80	2.7	1.6	93.96	Hg
0	0	0	0	175	80	0.97	3	94.78	Hg
0	0	0	0	176	80	2.45	1.23	94.75	Hg
0	0	0	0	177	80	0.69	2.8	94.71	Hg
0	0	0	0	178	80	3.31	0.87	94.79	Hg
0	0	0	0	179	80	0.09	3.49	92.79	Hg
0	0	0	0	180	80	3.04	0.21	94.36	Hg
0	0	0	0	181	80	1.94	2.76	94.88	Hg
0	0	0	0	182	80	4.91	1.02	94.07	Hg
0	0	0	0	183	80	0	3.14	96.51	Hg
0	0	0	0	184	80	3.28	0	96.72	Hg
0	0	0	0	185	80	99.93	0	0	Hg
0	0	0	0	186	80	0	100	0	Hg
0	0	0	0	122	81	0	0	0	Tl
0	0	0	0	123	81	0	0	0	Tl
0	0	0	0	124	81	0	0	0	Tl
0	0	0	0	125	81	0	0	0	Tl
0	0	0	0	126	81	0	0	0	Tl
0	0	0	0	127	81	0	0	0	Tl
0	0	0	0	128	81	0	0	0	Tl
0	0	0	0	129	81	0.01	0	0	Tl
0	0	0	0	130	81	0.04	0	0	Tl
0	0	0	0	131	81	0.56	0	0	Tl
0	0	0	0	132	81	13.26	0	0	Tl
0	0	0	0	133	81	10.38	0	0	Tl
0	0	0	0	134	81	55.24	0	0	Tl
0	0	0	0	135	81	55.36	0	0	Tl
0	0	0	0	136	81	80.95	0	0	Tl
0	0	0	0	137	81	66.45	0	0	Tl
0	0	0	0	138	81	91.17	0	0	Tl
0	0	0	0	139	81	83.48	0.03	0	Tl
0	0	0	0	140	81	93.77	0	0	Tl
0	0	0	0	141	81	59.56	0.53	0	Tl
0	0	0	0	142	81	70.24	0	0	Tl
0	0	0	0	143	81	50.6	0.06	0	Tl
0	0	0	0	144	81	82.69	0	0	Tl
0	0	0	0	145	81	77.52	0.76	0	Tl
0	0	0	0	146	81	84.24	0.02	0	Tl
0	0	0	0	147	81	66.74	2.87	0	Tl
0	0	0	0	148	81	85.43	0.3	0	Tl
0	0	0	0	149	81	71.2	8.02	0	Tl
0	0	0	0	150	81	89.48	1.18	0	Tl
0	0	0	0	151	81	56.67	36.94	0	Tl
0	0	0	0	152	81	91.04	5.57	0.03	Tl
0	0	0	0	153	81	36.37	58.49	0.15	Tl
0	0	0	0	154	81	49.93	47.78	0.56	Tl
0	0	0	0	155	81	12.3	79.64	1.16	Tl
0	0	0	0	156	81	32.06	63.36	3.18	Tl
0	0	0	0	157	81	6.29	85.25	3.16	Tl
0	0	0	0	158	81	24.08	69.94	4.69	Tl
0	0	0	0	159	81	5.04	87.08	3.62	Tl
0	0	0	0	160	81	5.47	90.66	3.36	Tl
0	0	0	0	161	81	0.94	6.2	92.67	Tl
0	0	0	0	162	81	1.29	2.55	95.45	Tl
0	0	0	0	163	81	1.1	1.66	96.13	Tl
0	0	0	0	164	81	2	62.62	34.68	Tl
0	0	0	0	165	81	0.89	58.41	39.68	Tl
0	0	0	0	166	81	2.12	3.71	93.45	Tl
0	0	0	0	167	81	0.47	4.09	94.27	Tl
0	0	0	0	168	81	2.29	0.81	95.75	Tl
0	0	0	0	169	81	0.91	2.45	95.27	Tl
0	0	0	0	170	81	2.14	1.03	95.55	Tl
0	0	0	0	171	81	0.48	2.64	95.44	Tl
0	0	0	0	172	81	1.95	0.93	95.4	Tl
0	0	0	0	173	81	0.5	2.32	95.33	Tl
0	0	0	0	174	81	1.81	0.82	95.14	Tl
0	0	0	0	175	81	0.28	2.12	94.69	Tl
0	0	0	0	176	81	1.49	0.85	95.6	Tl
0	0	0	0	177	81	0.37	1.96	94.98	Tl
0	0	0	0	178	81	2.21	0.61	93.85	Tl
0	0	0	0	179	81	0.82	1.67	92.99	Tl
0	0	0	0	180	81	1.18	0.96	92.77	Tl
0	0	0	0	181	81	0.12	1.25	93.73	Tl
0	0	0	0	182	81	6.99	0.15	92.86	Tl
0	0	0	0	183	81	0	6.7	93.23	Tl
0	0	0	0	184	81	6.15	0	93.85	Tl
0	0	0	0	185	81	99.95	0	0	Tl
0	0	0	0	186	81	0	100	0	Tl
0	0	0	0	187	81	100	0	0	Tl
0	0	0	0	188	81	100	0	0	Tl
0	0	0	0	122	82	0	0	0	Pb
0	0	0	0	124	82	0	0	0	Pb
0	0	0	0	125	82	0	0	0	Pb
0	0	0	0	126	82	0	0	0	Pb
0	0	0	0	127	82	0	0	0	Pb
0	0	0	0	128	82	0	0	0	Pb
0	0	0	0	129	82	0	0	0	Pb
0	0	0	0	130	82	0	0	0	Pb
0	0	0	0	131	82	0	0	0	Pb
0	0	0	0	132	82	0	0	0	Pb
0	0	0	0	133	82	0	0	0	Pb
0	0	0	0	134	82	0	0	0	Pb
0	0	0	0	135	82	0	0	0	Pb
0	0	0	0	136	82	0	0	0	Pb
0	0	0	0	137	82	0	0	0	Pb
0	0	0	0	138	82	0	0	0	Pb
0	0	0	0	139	82	0.1	0	0	Pb
0	0	0	0	140	82	0.89	0	0	Pb
0	0	0	0	141	82	0.74	0	0	Pb
0	0	0	0	142	82	0.64	0	0	Pb
0	0	0	0	143	82	2.99	0	0	Pb
0	0	0	0	144	82	3.69	0	0	Pb
0	0	0	0	145	82	6.99	0	0	Pb
0	0	0	0	146	82	12.2	0	0	Pb
0	0	0	0	147	82	19.25	0	0	Pb
0	0	0	0	148	82	24.75	0	0	Pb
0	0	0	0	149	82	24.85	0	0	Pb
0	0	0	0	150	82	39.41	0	0	Pb
0	0	0	0	151	82	53.78	0.1	0	Pb
0	0	0	0	152	82	54.93	0.02	0	Pb
0	0	0	0	153	82	63.55	1.34	0	Pb
0	0	0	0	154	82	79.53	0.31	0	Pb
0	0	0	0	155	82	65.44	13.95	0	Pb
0	0	0	0	156	82	85.16	1.32	0.03	Pb
0	0	0	0	157	82	57.62	28.14	0.08	Pb
0	0	0	0	158	82	88.86	1.75	0.12	Pb
0	0	0	0	159	82	52.28	39.38	0.23	Pb
0	0	0	0	160	82	96.51	1.49	0.83	Pb
0	0	0	0	161	82	1.67	96.85	0.98	Pb
0	0	0	0	162	82	42.13	55.36	1	Pb
0	0	0	0	163	82	24.13	72.85	1.25	Pb
0	0	0	0	164	82	97.24	0.39	0.88	Pb
0	0	0	0	165	82	3.25	93.85	1.29	Pb
0	0	0	0	166	82	90.05	6.88	1.5	Pb
0	0	0	0	167	82	1.56	95.13	1.66	Pb
0	0	0	0	168	82	48.1	48.03	2.04	Pb
0	0	0	0	169	82	1.34	93.63	3.14	Pb
0	0	0	0	170	82	6.96	88.74	2.66	Pb
0	0	0	0	171	82	1.08	64.24	32.77	Pb
0	0	0	0	172	82	2.33	53.55	42.41	Pb
0	0	0	0	173	82	1.03	15.35	81.86	Pb
0	0	0	0	174	82	2.17	6.43	89.75	Pb
0	0	0	0	175	82	0.91	2.82	94.5	Pb
0	0	0	0	176	82	2.25	1.41	94.59	Pb
0	0	0	0	177	82	1.19	1.96	95.46	Pb
0	0	0	0	178	82	2.74	0.88	95.07	Pb
0	0	0	0	179	82	1.08	2.15	95.31	Pb
0	0	0	0	180	82	2.25	0.78	95.51	Pb
0	0	0	0	181	82	0.6	2.22	96.22	Pb
0	0	0	0	182	82	2.31	1.09	95.41	Pb
0	0	0	0	183	82	0.78	1.85	97.05	Pb
0	0	0	0	184	82	3.08	0.27	96.65	Pb
0	0	0	0	185	82	87.43	0	0	Pb
0	0	0	0	186	82	0	100	0	Pb
0	0	0	0	187	82	100	0	0	Pb
0	0	0	0	188	82	100	0	0	Pb
0	0	0	0	189	82	100	0	0	Pb
0	0	0	0	190	82	100	0	0	Pb
0	0	0	0	191	82	100	0	0	Pb
0	0	0	0	126	83	0	0	0	Bi
0	0	0	0	127	83	0	0	0	Bi
0	0	0	0	128	83	0	0	0	Bi
0	0	0	0	129	83	0	0	0	Bi
0	0	0	0	130	83	0	0	0	Bi
0	0	0	0	131	83	0	0	0	Bi
0	0	0	0	132	83	0	0	0	Bi
0	0	0	0	133	83	0	0	0	Bi
0	0	0	0	134	83	0	0	0	Bi
0	0	0	0	135	83	0	0	0	Bi
0	0	0	0	136	83	0.06	0	0	Bi
0	0	0	0	137	83	0.01	0	0	Bi
0	0	0	0	138	83	2.5	0	0	Bi
0	0	0	0	139	83	1.08	0	0	Bi
0	0	0	0	140	83	11.07	0	0	Bi
0	0	0	0	141	83	12.09	0	0	Bi
0	0	0	0	142	83	22.2	0	0	Bi
0	0	0	0	143	83	17.07	0	0	Bi
0	0	0	0	144	83	44.14	0	0	Bi
0	0	0	0	145	83	29.1	0	0	Bi
0	0	0	0	146	83	57.15	0	0	Bi
0	0	0	0	147	83	43.1	0.01	0	Bi
0	0	0	0	148	83	66.18	0	0	Bi
0	0	0	0	149	83	59.87	0.14	0	Bi
0	0	0	0	150	83	79.01	0.01	0	Bi
0	0	0	0	151	83	79.37	2.89	0	Bi
0	0	0	0	152	83	88.87	0.41	0	Bi
0	0	0	0	153	83	65.73	23.36	0	Bi
0	0	0	0	154	83	89.01	7.22	0	Bi
0	0	0	0	155	83	28.56	62.25	0.04	Bi
0	0	0	0	156	83	69.11	28.21	0.18	Bi
0	0	0	0	157	83	16.61	75.63	0.23	Bi
0	0	0	0	158	83	57.22	40.24	0.44	Bi
0	0	0	0	159	83	14.56	79	0.47	Bi
0	0	0	0	160	83	93.99	3.72	1.76	Bi
0	0	0	0	161	83	1.65	95.74	1.96	Bi
0	0	0	0	162	83	87.29	10.15	2.15	Bi
0	0	0	0	163	83	0.97	96.28	2.14	Bi
0	0	0	0	164	83	1.6	81.22	17.06	Bi
0	0	0	0	165	83	0.14	69.47	29.38	Bi
0	0	0	0	166	83	16.98	20.62	61.89	Bi
0	0	0	0	167	83	1.07	96.46	1.58	Bi
0	0	0	0	168	83	3.37	80.86	15.16	Bi
0	0	0	0	169	83	1.33	81.53	16	Bi
0	0	0	0	170	83	2.5	41.53	55.53	Bi
0	0	0	0	171	83	1.03	11.47	86.68	Bi
0	0	0	0	172	83	2.29	1.87	95.4	Bi
0	0	0	0	173	83	0.96	7.59	90.64	Bi
0	0	0	0	174	83	2.37	1.12	96.31	Bi
0	0	0	0	175	83	0.13	2.82	96.44	Bi
0	0	0	0	176	83	2.04	0.44	97.09	Bi
0	0	0	0	177	83	0.46	2.4	96.55	Bi
0	0	0	0	178	83	1.89	1.17	96.58	Bi
0	0	0	0	179	83	0.47	2.02	97.16	Bi
0	0	0	0	180	83	1.46	0.82	97.35	Bi
0	0	0	0	181	83	0.37	1.57	97.79	Bi
0	0	0	0	182	83	1	0.88	97.91	Bi
0	0	0	0	183	83	0.09	0.8	98.98	Bi
0	0	0	0	184	83	0.55	0.14	99.31	Bi
0	0	0	0	185	83	94.31	0	0	Bi
0	0	0	0	186	83	0	100	0	Bi
0	0	0	0	187	83	84.3	0	0	Bi
0	0	0	0	188	83	0	100	0	Bi
0	0	0	0	189	83	100	0	0	Bi
0	0	0	0	190	83	0	100	0	Bi
0	0	0	0	191	83	100	0	0	Bi
0	0	0	0	192	83	0	100	0	Bi
0	0	0	0	193	83	100	0	0	Bi
0	0	0	0	131	84	0	0	0	Po
0	0	0	0	132	84	0	0	0	Po
0	0	0	0	133	84	0	0	0	Po
0	0	0	0	134	84	0	0	0	Po
0	0	0	0	135	84	0	0	0	Po
0	0	0	0	136	84	0	0	0	Po
0	0	0	0	137	84	0	0	0	Po
0	0	0	0	138	84	0	0	0	Po
0	0	0	0	139	84	0	0	0	Po
0	0	0	0	140	84	0	0	0	Po
0	0	0	0	141	84	0	0	0	Po
0	0	0	0	142	84	0	0	0	Po
0	0	0	0	143	84	0	0	0	Po
0	0	0	0	144	84	0.08	0	0	Po
0	0	0	0	145	84	0.38	0	0	Po
0	0	0	0	146	84	1.09	0	0	Po
0	0	0	0	147	84	2.58	0	0	Po
0	0	0	0	148	84	5.92	0	0	Po
0	0	0	0	149	84	10.5	0	0	Po
0	0	0	0	150	84	23.53	0	0	Po
0	0	0	0	151	84	25.6	0	0	Po
0	0	0	0	152	84	38.85	0.02	0	Po
0	0	0	0	153	84	59.07	0	0	Po
0	0	0	0	154	84	61.16	1.24	0	Po
0	0	0	0	155	84	71.18	0.05	0	Po
0	0	0	0	156	84	71.1	2.46	0	Po
0	0	0	0	157	84	76.04	0.17	0	Po
0	0	0	0	158	84	77.14	2.79	0	Po
0	0	0	0	159	84	77.73	0.41	0	Po
0	0	0	0	160	84	74.37	5.34	0	Po
0	0	0	0	161	84	77.99	1.2	0.02	Po
0	0	0	0	162	84	95.19	3.33	0.39	Po
0	0	0	0	163	84	93.16	5.67	0.47	Po
0	0	0	0	164	84	1.4	96.08	0.7	Po
0	0	0	0	165	84	97.37	0.15	0.78	Po
0	0	0	0	166	84	31.32	66.22	0.52	Po
0	0	0	0	167	84	96.77	0.48	0.7	Po
0	0	0	0	168	84	11.3	85.4	1.07	Po
0	0	0	0	169	84	87.87	8.77	1.28	Po
0	0	0	0	170	84	1.83	93.86	2.06	Po
0	0	0	0	171	84	27.14	68.75	1.84	Po
0	0	0	0	172	84	3.57	90.84	3.45	Po
0	0	0	0	173	84	7.78	87.4	4.18	Po
0	0	0	0	174	84	0.4	79.28	18.81	Po
0	0	0	0	175	84	2.74	1.34	94.17	Po
0	0	0	0	176	84	1.27	31.93	65.12	Po
0	0	0	0	177	84	2.83	9.46	86.24	Po
0	0	0	0	178	84	1.1	2.72	95.11	Po
0	0	0	0	179	84	2.39	0.92	95.42	Po
0	0	0	0	180	84	1.05	2.03	96.34	Po
0	0	0	0	181	84	2.39	0.94	95.72	Po
0	0	0	0	182	84	0.54	1.88	97.2	Po
0	0	0	0	183	84	2.52	0.69	96.39	Po
0	0	0	0	184	84	0.05	1.81	85.9	Po
0	0	0	0	185	84	0	0	100	Po
0	0	0	0	186	84	84.38	0	0	Po
0	0	0	0	187	84	0	100	0	Po
0	0	0	0	188	84	100	0	0	Po
0	0	0	0	189	84	0	100	0	Po
0	0	0	0	190	84	86.76	0	0	Po
0	0	0	0	191	84	0	100	0	Po
0	0	0	0	192	84	99.85	0	0	Po
0	0	0	0	193	84	0	100	0	Po
0	0	0	0	194	84	99.89	0	0	Po
0	0	0	0	127	85	0	0	0	At
0	0	0	0	129	85	0	0	0	At
0	0	0	0	131	85	0	0	0	At
0	0	0	0	132	85	0	0	0	At
0	0	0	0	133	85	0	0	0	At
0	0	0	0	134	85	0	0	0	At
0	0	0	0	135	85	0	0	0	At
0	0	0	0	136	85	0	0	0	At
0	0	0	0	137	85	0	0	0	At
0	0	0	0	138	85	0	0	0	At
0	0	0	0	139	85	0	0	0	At
0	0	0	0	140	85	0	0	0	At
0	0	0	0	141	85	0	0	0	At
0	0	0	0	142	85	0.12	0	0	At
0	0	0	0	143	85	0.29	0	0	At
0	0	0	0	144	85	2.38	0	0	At
0	0	0	0	145	85	2.18	0	0	At
0	0	0	0	146	85	9.96	0	0	At
0	0	0	0	147	85	8.23	0	0	At
0	0	0	0	148	85	19.49	0	0	At
0	0	0	0	149	85	20.04	0	0	At
0	0	0	0	150	85	40.67	0	0	At
0	0	0	0	151	85	60.77	0.01	0	At
0	0	0	0	152	85	57.83	0	0	At
0	0	0	0	153	85	70.57	0.76	0	At
0	0	0	0	154	85	92.8	0.22	0	At
0	0	0	0	155	85	64.48	20.57	0	At
0	0	0	0	156	85	93.05	0.91	0	At
0	0	0	0	157	85	44.26	49.85	0	At
0	0	0	0	158	85	91.48	3.43	0	At
0	0	0	0	159	85	32.38	57.85	0	At
0	0	0	0	160	85	87.85	6.46	0.02	At
0	0	0	0	161	85	27.9	61.93	0.03	At
0	0	0	0	162	85	68.68	27.19	0.16	At
0	0	0	0	163	85	10.57	87.74	0.87	At
0	0	0	0	164	85	92.17	6.01	1.28	At
0	0	0	0	165	85	1.1	97.65	0.77	At
0	0	0	0	166	85	2.43	91.46	5.38	At
0	0	0	0	167	85	1.76	86.34	9.87	At
0	0	0	0	168	85	51.15	46.89	0.81	At
0	0	0	0	169	85	2.27	95.18	1.1	At
0	0	0	0	170	85	10.07	87.84	1.33	At
0	0	0	0	171	85	1.79	94.09	2.64	At
0	0	0	0	172	85	9.36	59.9	29.68	At
0	0	0	0	173	85	1.46	93.53	3.59	At
0	0	0	0	174	85	3.22	12.53	84.01	At
0	0	0	0	175	85	0.16	8.38	90.52	At
0	0	0	0	176	85	3.46	0.47	95.46	At
0	0	0	0	177	85	1.34	4.17	93.56	At
0	0	0	0	178	85	3	1.28	95.23	At
0	0	0	0	179	85	0.63	3.06	95.71	At
0	0	0	0	180	85	2.07	1.3	96.15	At
0	0	0	0	181	85	0.44	2.19	96.88	At
0	0	0	0	182	85	1.82	1.31	96.48	At
0	0	0	0	183	85	0.34	1.6	97.8	At
0	0	0	0	184	85	1.03	1.51	97.27	At
0	0	0	0	185	85	0.09	4.55	84.81	At
0	0	0	0	186	85	0	1.59	98.41	At
0	0	0	0	187	85	99.91	0	0	At
0	0	0	0	188	85	0	100	0	At
0	0	0	0	189	85	92.51	0	0	At
0	0	0	0	190	85	0	100	0	At
0	0	0	0	191	85	99.96	0	0	At
0	0	0	0	192	85	0	100	0	At
0	0	0	0	193	85	99.94	0	0	At
0	0	0	0	194	85	0.05	99.95	0	At
0	0	0	0	195	85	99.94	0	0	At
0	0	0	0	196	85	0	100	0	At
0	0	0	0	197	85	99.97	0	0	At
0	0	0	0	133	86	0	0	0	Rn
0	0	0	0	135	86	0	0	0	Rn
0	0	0	0	137	86	0	0	0	Rn
0	0	0	0	138	86	0	0	0	Rn
0	0	0	0	139	86	0	0	0	Rn
0	0	0	0	140	86	0	0	0	Rn
0	0	0	0	141	86	0	0	0	Rn
0	0	0	0	142	86	0	0	0	Rn
0	0	0	0	143	86	0	0	0	Rn
0	0	0	0	144	86	0	0	0	Rn
0	0	0	0	145	86	0	0	0	Rn
0	0	0	0	146	86	0	0	0	Rn
0	0	0	0	147	86	0	0	0	Rn
0	0	0	0	148	86	0	0	0	Rn
0	0	0	0	149	86	0.07	0	0	Rn
0	0	0	0	150	86	0.25	0	0	Rn
0	0	0	0	151	86	2.26	0	0	Rn
0	0	0	0	152	86	2.76	0	0	Rn
0	0	0	0	153	86	12.84	0	0	Rn
